_id,city_code,city_name,name,street_type
63fd0ccf8cbfb5572cacb516,7110100000,Черкаси,Постишева,вулиця
63fd0ccf8cbfb5572cacb517,7110100000,Черкаси,Поштовий,провулок
63fd0ccf8cbfb5572cacb521,7110100000,Черкаси,Профспілковий,провулок
63fd0ccf8cbfb5572cacb527,7110100000,Черкаси,Радищева,провулок
63fd0ccf8cbfb5572cacb54e,7110100000,Черкаси,Сонячна,вулиця
63fd0ccf8cbfb5572cacb56d,7110100000,Черкаси,Тобілевича,провулок
63fd0ccf8cbfb5572cacb40c,7110100000,Черкаси,Академіка Сергія Єфремова,вулиця
63fd0ccf8cbfb5572cacb40f,7110100000,Черкаси,Архітектурний,провулок
63fd0ccf8cbfb5572cacb44b,7110100000,Черкаси,Глинки,вулиця
63fd0ccf8cbfb5572cacb456,7110100000,Черкаси,Громова,вулиця
63fd0ccf8cbfb5572cacb45f,7110100000,Черкаси,Джаліля,вулиця
63fd0ccf8cbfb5572cacb460,7110100000,Черкаси,Дзержинського,провулок
63fd0ccf8cbfb5572cacb46d,7110100000,Черкаси,Замковий,узвіз
63fd0ccf8cbfb5572cacb46e,7110100000,Черкаси,Зарічна,вулиця
63fd0ccf8cbfb5572cacb482,7110100000,Черкаси,Івана Франка,узвіз
63fd0ccf8cbfb5572cacb48a,7110100000,Черкаси,Канівська,вулиця
63fd0ccf8cbfb5572cacb4c6,7110100000,Черкаси,Маршала Красовського,вулиця
63fd0ccf8cbfb5572cacb4c9,7110100000,Черкаси,Маяковського,провулок
63fd0ccf8cbfb5572cacb4cb,7110100000,Черкаси,Менделєєва,вулиця
63fd0ccf8cbfb5572cacb4d3,7110100000,Черкаси,Можайського,вулиця
63fd0ccf8cbfb5572cacb4e5,7110100000,Черкаси,Нова,вулиця
63fd0ccf8cbfb5572cacb4f9,7110100000,Черкаси,Пархоменка,провулок
63fd0ccf8cbfb5572cacb505,7110100000,Черкаси,Південний,провулок
63fd0ccf8cbfb5572cacb50a,7110100000,Черкаси,Піщаний,провулок
63fd0ccf8cbfb5572cacb50e,7110100000,Черкаси,Пожежний,узвіз
